ID;ID;;Name (English);Description (English);Name (Portuguese);Gender;Plural;Article
8433;~X~168433;9;Harvesting Machinery;"harvesting or threshing machinery, including straw or fodder balers; grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading 84.37.";Colheitadeiras;f;1;1
8434;~X~168434;9;Dairy Machinery;milking machines and dairy machinery.;Maquin rios para derivados do leite;m;1;1
8435;~X~168435;9;Fruit Pressing Machinery;presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices or similar beverages.;Maquin rios para processamento de frutas;m;1;1
8436;~X~168436;9;Other Agricultural Machinery;"other agricultural, horticultural, forestry, poultry-keeping or bee-keeping machinery, including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders.";Outros maquin rios agropecu rios;m;1;1
8437;~X~168437;9;Mill Machinery;"machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables; machinery used in the milling industry or for the working of cereals or dried leguminous vegetables, other than farm-type machinery.";Moinhos;m;1;1
8438;~X~168438;9;Other Food Machinery;machinery, not specified or included elsewhere in this chapter, for the industrial preparation or manufacture of food or drink, other than machinery for the extraction or preparation of animal or fixed vegetable fats or oils.;Outros maquin rios para alimentos;m;1;1
8439;~X~168439;9;Papermaking Machines;machinery for making pulp of fibrous cellulosic material or for making or finishing paper or paperboard.;M quinas para produ‡Æo de papel;f;1;1
8440;~X~168440;9;Book-binding Machines;book-binding machinery, including book-sewing machines.;M quinas para encaderna‡Æo de livros;f;1;1
8441;~X~168441;9;Other Paper Machinery;other machinery for making up paper pulp, paper or paperboard, including cutting machines of all kinds.;Outros maquin rios para papel;m;1;1
8442;~X~168442;9;Print Production Machinery;"machinery, apparatus and equipment (other than the machine-tools of headings 84.56 to 84.65) for preparing or making plates, cylinders or other printing components; plates, cylinders and other printing components; plates, cylinders and lithographic stones";Maquin rios da produ‡Æo gr fica;m;1;1
8443;~X~168443;9;Industrial Printers;"printing machinery used for printing by means of plates, cylinders and other printing components of heading 84.42; other printers, copying machines and facsimile machines, whether or not combined; parts and accessories thereof.";Impressoras industriais;f;1;1
8444;~X~168444;9;Artificial Textile Machinery;machines for extruding, drawing, texturing or cutting man-made textile materials.;Maquin rios para tˆxteis artificiais;m;1;1
8445;~X~168445;9;Textile Fiber Machinery;"machines for preparing textile fibres; spinning, doubling or twisting machines and other machinery for producing textile yarns; textile reeling or winding (including weft-winding) machines and machines for preparing textile yarns for use on the machines o";Maquin rios para fibras tˆxteis;m;1;1
8446;~X~168446;9;Looms;weaving machines (looms).;Teares;m;1;1
8447;~X~168447;9;Knitting Machines;knitting machines, stitch-bonding machines and machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting.;M quinas de tric“;f;1;1
8448;~X~168448;9;Knitting Machine Accessories;"auxiliary machinery for use with machines of heading 84.44, 84.45, 84.46 or 84.47 (for example, dobbies, jacquards, automatic stop motions, shuttle changing mechanisms); parts and accessories suitable for use solely or principally with the machines of thi";Acess¢rios de m quinas de tric“;m;1;1
8449;~X~168449;9;Felt Machinery;"machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, including machinery for making felt hats; blocks for making hats.";Maquin rios para feltros;m;1;1
8450;~X~168450;9;Household Washing Machines;household or laundry-type washing machines, including machines which both wash and dry.;M quinas de lavar dom‚sticas;f;1;1
8451;~X~168451;9;Textile Processing Machines;machinery (other than machines of heading 84.50) for washing, cleaning, wringing, drying, ironing, pressing (including fusing presses), bleaching, dyeing, dressing, finishing, coating or impregnating textile yarns, fabrics or made up textile articles and;M quinas para processamento de tˆxteis;f;1;1
8452;~X~168452;9;Sewing Machines;"sewing machines, other than book-sewing machines of heading 84.40; furniture, bases and covers specially designed for sewing machines; sewing machine needles.";M quinas de costurar;f;1;1
8453;~X~168453;9;Leather Machinery;machinery for preparing, tanning or working hides, skins or leather or for making or repairing footwear or other articles of hides, skins or leather, other than sewing machines.;Maquin rios para couro;m;1;1
8454;~X~168454;9;Casting Machines;converters, ladles, ingot moulds and casting machines, of a kind used in metallurgy or in metal foundries.;Maquin rios para fundi‡Æo;m;1;1
8455;~X~168455;9;Metal-Rolling Mills;metal-rolling mills and rolls therefor.;Laminadores de metais;m;1;1
8456;~X~168456;9;Laser Removal Machines;machine-tools for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electro-discharge, electro-chemical, electron beam, ionic-beam or plasma arc processes.;M quinas para elimina‡Æo por laser;f;1;1
8457;~X~168457;9;Metalworking Transfer Machines;machining centres, unit construction machines (single station) and multi-station transfer machines, for working metal.;M quinas para usinagem de metais;f;1;1
8458;~X~168458;9;Metal Lathes;lathes (including turning centres) for removing metal.;Tornos;m;1;1
8459;~X~168459;9;Drilling Machines;machine-tools (including way-type unit head machines) for drilling, boring, milling, threading or tapping by removing metal, other than lathes (including turning centres) of heading 84.58.;Furadeiras;f;1;1
8460;~X~168460;9;Metal Finishing Machines;machine-tools for deburring, sharpening, grinding, honing, lapping, polishing or otherwise finishing metal or cermets by means of grinding stones, abrasives or polishing products, other than gear cutting, gear grinding or gear finishing machines of headin;M quinas de acabamento em metais;f;1;1
8461;~X~168461;9;Metalworking Machines;machine-tools for planing, shaping, slotting, broaching, gear cutting, gear grinding or gear finishing, sawing, cutting-off and other machine-tools working by removing metal or cermets, not elsewhere specified or included.;M quinas de moldagem de metais;f;1;1
8462;~X~168462;9;Forging Machines;"machine-tools (including presses) for working metal by forging, hammering or die-stamping; machine-tools (including presses) for working metal by bending, folding, straightening, flattening, shearing, punching or notching; presses for working metal or met";M quinas de forja;f;1;1
8463;~X~168463;9;Other Non-removal Metalworking Machines;other machine-tools for working metal or cermets, without removing material.;Outras m quinas para metais;f;1;1
8464;~X~168464;9;Stoneworking Machines;machine-tools for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass.;M quinas para trabalhar pedras;f;1;1
8465;~X~168465;9;Woodworking machines;machine-tools (including machines for nailing, stapling, glueing or otherwise assembling) for working wood, cork, bone, hard rubber, hard plastics or similar hard materials.;M quinas para trabalhar madeiras;f;1;1
8466;~X~168466;9;Metalworking Machine Parts;"parts and accessories suitable for use solely or principally with the machines of headings 84.56 to 84.65, including work or tool holders, self-opening dieheads, dividing heads and other special attachments for machine-tools; tool holders for any type of";Pe‡as de m quinas para metais;f;1;1
8467;~X~168467;9;Motor-working Tools;tools for working in the hand, pneumatic, hydraulic or with self-contained electric or non-electric motor.;Ferramentas para trabalhar motores;f;1;1
8468;~X~168468;9;Soldering and Welding Machinery;"machinery and apparatus for soldering, brazing or welding, whether or not capable of cutting, other than those of heading 85.15; gas-operated surface tempering machines and appliances.";Maquin rios e equipamentos de solda;m;1;1
8469;~X~168469;9;Typewriters;"typewriters other than printers of heading 84.43; word-processing machines.";M quinas de escrever;f;1;1
8470;~X~168470;9;Calculators;"calculating machines and pocket-size data recording, reproducing and displaying machines with calculating functions; accounting machines, postage-franking machines, ticket-issuing machines and similar machines, incorporating a calculating device; cash reg";Calculadoras;f;1;1
8471;~X~168471;9;Digital Disk Drives;"automatic data processing machines and units thereof; magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included.";Discos para grava‡Æo de dados digitais;m;1;1
8472;~X~168472;9;Other Office Machines;other office machines (for example, hectograph or stencil duplicating machines, addressing machines, automatic banknote dispensers, coin-sorting machines, coin-counting or wrapping machines, pencil-sharpening machines, perforating or stapling machines).;Outras m quinas de escrit¢rio;f;1;1
8473;~X~168473;9;Office Machine parts;parts and accessories (other than covers, carrying cases and the like) suitable for use solely or principally with machines of headings 84.69 to 84.72.;Pe‡as para m quinas de escrit¢rio;f;1;1
8474;~X~168474;9;Stone Processing Machines;"machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores or other mineral substances, in solid (including powder or paste) form; machinery for agglomerating, shaping or moulding solid mineral fuels,";Maquinas para processar rochas;f;1;1
8475;~X~168475;9;Glassworking Machines;"machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass envelopes; machines for manufacturing or hot working glass or glassware.";M quinas para trabalhar vidro;f;1;1
8476;~X~168476;9;Vending Machines;automatic goods-vending machines (for example, postage stamp, cigarette, food or beverage machines), including money-changing machines.;M quinas de vendas automatizadas;f;1;1
8477;~X~168477;9;Rubberworking Machinery;machinery for working rubber or plastics or for the manufacture of products from these materials, not specified or included elsewhere in this chapter.;M quinas para o processamento de borracha;f;1;1
8478;~X~168478;9;Tobacco Processing Machines;machinery for preparing or making up tobacco, not specified or included elsewhere in this chapter.;M quinas para processar tabaco;f;1;1
8479;~X~168479;9;Other Machinery;machines and mechanical appliances having individual functions, not specified or included elsewhere in this chapter.;Outros maquin rios;m;1;1
8480;~X~168480;9;Metal Molds;"moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (other than ingot moulds), metal carbides, glass, mineral materials, rubber or plastics.";Caixas de fundi‡Æo;f;1;1
8481;~X~168481;9;Valves;taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or the like, including pressure-reducing valves and thermostatically controlled valves.;V lvulas;f;1;1
8482;~X~168482;9;Ball Bearings;ball or roller bearings.;Rolamentos de esferas;m;1;1
8483;~X~168483;9;Transmissions;"transmission shafts (including cam shafts and crank shafts) and cranks; bearing housings and plain shaft bearings; gears and gearing; ball or roller screws; gear boxes and other speed changers, including torque converters; flywheels and pulleys, including";Transmissäes;m;1;1
8484;~X~168484;9;Gaskets;"gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal; sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, envelopes or similar packings; mechanical seals.";Juntas de veda‡Æo;f;1;1
8485;~X~168485;9;Boat Propellers;Ships or boats propellers and blades;H‚lices n uticas;f;1;1
8486;~X~168486;9;Semiconductor Machinery;"machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in note 9 (c) to this chapter";Maquin rio para semicondutores;m;0;1
8487;~X~168487;9;Other Machinery Parts;machinery parts, not containing electrical connectors, insulators, coils, contacts or other electrical features, not specified or included elsewhere in this chapter.;Outras pe‡as de maquin rios;f;1;1
8501;~X~1685;7;Electrical Machinery;"electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles";M quinas e aparelhos el‚tricos;f;1;1
8501;~X~168501;9;Electric Motors;electric motors and generators (excluding generating sets).;Motores el‚tricos;m;1;1
8502;~X~168502;9;Electric Generating Sets;electric generating sets and rotary converters.;Geradores e conversores el‚tricos;m;1;1
8503;~X~168503;9;Electric Motor Parts;parts suitable for use solely or principally with the machines of heading 85.01 or 85.02.;Partes de motores el‚tricos;f;1;1
8504;~X~168504;9;Electrical Transformers;electrical transformers, static converters (for example, rectifiers) and inductors.;Transformadores el‚tricos;m;1;1
8505;~X~168505;9;Electromagnets;"electro-magnets; permanent magnets and articles intended to become permanent magnets after magnetisation; electro-magnetic or permanent magnet chucks, clamps and similar holding devices; electro-magnetic couplings, clutches and brakes; electro-magnetic li";Eletro¡mÆs;m;1;1
8506;~X~168506;9;Batteries;primary cells and primary batteries.;Baterias;f;1;1
8507;~X~168507;9;Electric Batteries;electric accumulators, including separators therefor, whether or not rectangular (including square).;Acumuladores el‚tricos;m;1;1
8508;~X~168508;9;Vacuum Cleaners;vacuum cleaners.;Aspiradores de p¢;m;1;1
8509;~X~168509;9;Other Domestic Electric Housewares;electro-mechanical domestic appliances, with self-contained electric motor, other than vacuum cleaners of heading 85.08.;Outros eletrodom‚sticos;m;1;1
8510;~X~168510;9;Hair Trimmers;shavers, hair clippers and hair-removing appliances, with self-contained electric motor.;M quinas para barba ou cabelo;f;1;1
8511;~X~168511;9;Electrical Ignitions;"electrical ignition or starting equipment of a kind used for spark-ignition or compression-ignition internal combustion engines (for example, ignition magnetos, magneto-dynamos, ignition coils, sparking plugs and glow plugs, starter motors); generators (f";Aparelhos el‚tricos de igni‡Æo;m;1;1
8512;~X~168512;9;Electrical Lighting and Signalling Equipment;electrical lighting or signalling equipment (excluding articles of heading 85.39), windscreen wipers, defrosters and demisters, of a kind used for cycles or motor vehicles.;Aparelhos el‚tricos de ilumina‡Æo ou sinaliza‡Æo;m;1;1
8513;~X~168513;9;Portable Lighting;portable electric lamps designed to function by their own source of energy (for example, dry batteries, accumulators, magnetos), other than lighting equipment of heading 85.12.;Lanternas el‚tricas port teis;f;1;1
8514;~X~168514;9;Electric Furnaces;"industrial or laboratory electric furnaces and ovens (including those functioning by induction or dielectric loss); other industrial or laboratory equipment for the heat treatment of materials by induction or dielectric loss.";Fornos el‚tricos industriais;m;1;1
8515;~X~168515;9;Electric Lasers;"electric (including electrically heated gas), laser or other light or photon beam, ultrasonic, electron beam, magnetic pulse or plasma arc soldering, brazing or welding machines and apparatus, whether or not capable of cutting; electric machines and appar";M quinas el‚tricas a laser;f;1;1
8516;~X~168516;9;Electric Heaters;"electric instantaneous or storage water heaters and immersion heaters; electric space heating apparatus and soil heating apparatus; electro-thermic hair-dressing apparatus (for example, hair dryers, hair curlers, curling tong heaters) and hand dryers; ele";Aquecedores el‚tricos;m;1;1
8517;~X~168517;9;Telephones;"telephone sets, including telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a lo";Telefones;m;1;1
8518;~X~168518;9;Microphones and Headphones;"microphones and stands therefor; loudspeakers, whether or not mounted in their enclosures; headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers; audio-frequency electric ampl";Microfones e fones de ouvido;m;1;1
8519;~X~168519;9;Sound Recording Equipment;sound recording or reproducing apparatus.;Equipamentos de grava‡Æo de sons;m;1;1
8520;~X~168520;9;Dictation Machines;Dictating machine requiring external power source;Gravadores de voz;m;1;1
8521;~X~168521;9;Video Recording Equipment;video recording or reproducing apparatus, whether or not incorporating a video tuner.;Equipamento de grava‡Æo de v¡deo;m;1;1
8522;~X~168522;9;Audio and Video Recording Accessories;parts and accessories suitable for use solely or principally with the apparatus of headings 85.19 to 85.21.;Acess¢rios de grava‡Æo de  udio e v¡deo;m;1;1
8523;~X~168523;9;Data Storage;"discs, tapes, solid-state non-volatile storage devices, ""smart cards"" and other media for the recording of sound or of other phenomena, whether or not recorded, including matrices and masters for the production of discs, but excluding products of chapter";Dispositivos para arquivamento de dados;m;1;1
8524;~X~168524;9;Gramophone Records;Recorded gramophone records;Discos fonogr ficos;m;1;1
8525;~X~168525;9;Broadcasting Equipment;"transmission apparatus for radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; television cameras, digital cameras and video camera recorders.";Equipamentos de transmissÆo de r dio e TV;m;1;1
8526;~X~168526;9;Navigation Equipment;radar apparatus, radio navigational aid apparatus and radio remote control apparatus.;Equipamentos de navega‡Æo;m;1;1
8527;~X~168527;9;Radio Receivers;reception apparatus for radio-broadcasting, whether or not combined, in the same housing, with sound recording or reproducing apparatus or a clock.;Receptores de r dio;m;1;1
8528;~X~168528;9;Monitors and Projectors;"monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus.";Monitores e projetores;m;1;1
8529;~X~168529;9;Broadcasting Accessories;parts suitable for use solely or principally with the apparatus of headings 85.25 to 85.28.;Acess¢rios para transmissÆo de r dio e TV;m;1;1
8530;~X~168530;9;Traffic Signals;electrical signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields (other than those of heading 86.08).;Sinais de trƒnsito;m;1;1
8531;~X~168531;9;Audio Alarms;electric sound or visual signalling apparatus (for example, bells, sirens, indicator panels, burglar or fire alarms), other than those of heading 85.12 or 85.30.;Alarmes sonoros;m;1;1
8532;~X~168532;9;Electrical Capacitors;electrical capacitors, fixed, variable or adjustable (pre-set).;Capacitores el‚tricos;m;1;1
8533;~X~168533;9;Electrical Resistors;electrical resistors (including rheostats and potentiometers), other than heating resistors.;Resistˆncias el‚tricas;f;1;1
8534;~X~168534;9;Printed Circuit Boards;printed circuits.;Placas de circuito impresso;f;1;1
8535;~X~168535;9;High-voltage Protection Equipment;electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, fuses, lightning arresters, voltage limiters, surge suppressors, plugs and other connectors, junction boxe;Aparatos de prote‡Æo de alta tensÆo;m;1;1
8536;~X~168536;9;Low-voltage Protection Equipment;electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp-holders and other connectors, junction boxes), for;Aparatos de prote‡Æo de baixa tensÆo;m;1;1
8537;~X~168537;9;Electrical Control Boards;boards, panels, consoles, desks, cabinets and other bases, equipped with two or more apparatus of heading 85.35 or 85.36, for electric control or the distribution of electricity, including those incorporating instruments or apparatus of chapter 90, and nu;Quadros e pain‚is el‚tricos;m;1;1
8538;~X~168538;9;Electrical Power Accessories;parts suitable for use solely or principally with the apparatus of heading 85.35, 85.36 or 85.37.;Pe‡as de equipamentos el‚tricos;f;1;1
8539;~X~168539;9;Electric Filament;"electric filament or discharge lamps, including sealed beam lamp units and ultra-violet or infra-red lamps; arc-lamps.";Filamentos el‚tricos;m;1;1
8540;~X~168540;9;Cathode Tubes;thermionic, cold cathode or photo-cathode valves and tubes (for example, vacuum or vapour or gas filled valves and tubes, mercury arc rectifying valves and tubes, cathode-ray tubes, television camera tubes).;Tubos cat¢dicos;m;1;1
8541;~X~168541;9;Semiconductor Devices;"diodes, transistors and similar semiconductor devices; photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes; mounted piezo-electric crystals.";Dispositivos semicondutores;m;1;1
8542;~X~168542;9;Integrated Circuits;electronic integrated circuits.;Circuitos integrados;m;1;1
8543;~X~168543;9;Other Electrical Machinery;electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter.;Outros equipamentos el‚tricos;m;1;1
8544;~X~168544;9;Insulated Wire;"insulated (including enamelled or anodised) wire, cable (including co-axial cable) and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with";Fio com isolamento;m;0;1
8545;~X~168545;9;Carbon-based Electronics;carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbon, with or without metal, of a kind used for electrical purposes.;Aparatos eletr“nicos … base de carbono;m;1;1
8546;~X~168546;9;Electrical Insulators;electrical insulators of any material.;Isolantes el‚tricos;m;1;1
8547;~X~168547;9;Metal Insulating Fittings;insulating fittings for electrical machines, appliances or equipment, being fittings wholly of insulating material apart from any minor components of metal (for example, threaded sockets) incorporated during moulding solely for purposes of assembly, other;Pe‡as isolantes de metal;f;1;1
8548;~X~168548;9;Battery Waste;"waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric accumulators; electrical parts of machinery or apparatus, not specified or included elsewhere in this chapter.";Res¡duos de baterias ;m;1;1
86;~X~17;5;Transportation;Vehicles, Aircraft, Vessels And Associated Transport Equipment;Transportes;m;1;1
8601;~X~1786;7;Rail Transportation;"railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds";Transporte ferrovi rio;m;1;1
8601;~X~178601;9;Electric Locomotives;rail locomotives powered from an external source of electricity or by electric accumulators.;Locomotivas el‚tricas;f;1;1
8602;~X~178602;9;Other Locomotives;"other rail locomotives; locomotive tenders.";Outras locomotivas;f;1;1
8603;~X~178603;9;Self-Propelled Rail Transport;self-propelled railway or tramway coaches, vans and trucks, other than those of heading 86.04.;Litorinas;f;1;1
8604;~X~178604;9;Railway Maintenance Vehicles;railway or tramway maintenance or service vehicles, whether or not self-propelled (for example, workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles).;Ve¡culos para manuten‡Æo de vias f‚rreas;m;1;1
8605;~X~178605;9;Railway Passenger Cars;"railway or tramway passenger coaches, not self-propelled; luggage vans, post office coaches and other special purpose railway or tramway coaches, not self-propelled (excluding those of heading 86.04).";Vagäes de passageiros;m;1;1
8606;~X~178606;9;Railway Freight Cars;railway or tramway goods vans and wagons, not self-propelled.;Vagäes de carga;m;1;1
8607;~X~178607;9;Locomotive Parts;parts of railway or tramway locomotives or rolling-stock.;Partes de ve¡culos para vias f‚rreas;f;1;1
8608;~X~178608;9;Railway Track Fictures;"railway or tramway track fixtures and fittings; mechanical (including electro-mechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts of the fo";Material fixo de vias f‚rreas;m;1;1
8609;~X~178609;9;Railway Cargo Containers;containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport.;Contˆineres de carga;m;1;1
8701;~X~1787;7;Land Transportation;vehicles other than railway or tramway rolling-stock, and parts and accessories thereof;Transporte terrestre;m;0;1
8701;~X~178701;9;Tractors;tractors (other than tractors of heading 87.09).;Tratores;m;1;1
8702;~X~178702;9;Busses;motor vehicles for the transport of ten or more persons, including the driver.;ânibus;m;1;1
8703;~X~178703;9;Cars;motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 87.02), including station wagons and racing cars.;Carros;m;1;1
8704;~X~178704;9;Delivery Trucks;motor vehicles for the transport of goods.;Caminhäes de carga;m;1;1
8705;~X~178705;9;Specialized Vehicles;special purpose motor vehicles, other than those principally designed for the transport of persons or goods (for example, breakdown lorries, crane lorries, fire fighting vehicles, concrete-mixer lorries, road sweeper lorries, spraying lorries, mobile work;Ve¡culos especiais;m;1;1
8706;~X~178706;9;Vehicle Chassis;chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.;Chassis para ve¡culos;m;1;1
8707;~X~178707;9;Vehicle Bodies;bodies (including cabs), for the motor vehicles of headings 87.01 to 87.05.;Carro‡arias para ve¡culos;f;1;1
8708;~X~178708;9;Vehicle Parts;parts and accessories of the motor vehicles of headings 87.01 to 87.05.;Pe‡as para ve¡culos;f;1;1
8709;~X~178709;9;Work Trucks;"works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of the fore";Ve¡culos para transporte;m;1;1
8710;~X~178710;9;Tanks;tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.;Tanques blindados;m;1;1
8711;~X~178711;9;Motorcycles;"motorcycles (including mopeds) and cycles fitted with an auxiliary motor, with or without side-cars; side-cars.";Motocicletas;f;1;1
8712;~X~178712;9;Bicycles;bicycles and other cycles (including delivery tricycles), not motorised.;Bicicletas;f;1;1
8713;~X~178713;9;Wheelchairs;carriages for disabled persons, whether or not motorised or otherwise mechanically propelled.;Cadeiras de rodas;f;1;1
8714;~X~178714;9;Bi-Wheel Vehicle Parts;parts and accessories of vehicles of headings 87.11 to 87.13.;Pe‡as para ve¡culos de duas rodas;f;1;1
8715;~X~178715;9;Baby Carriages;baby carriages and parts thereof.;Carrinhos de bebˆ;m;1;1
8716;~X~178716;9;Trailers;"trailers and semi-trailers; other vehicles, not mechanically propelled; parts thereof.";Trailers;m;1;1
8801;~X~1788;7;Air Transportation;aircraft, spacecraft, and parts thereof;Transporte a‚reo;m;0;1
8801;~X~178801;9;Non-powered Aircraft;"balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.";Baläes e dirig¡veis;m;1;1
8802;~X~178802;9;Planes, Helicopters, and Spacecraft;"other aircraft (for example, helicopters, aeroplanes); spacecraft (including satellites) and suborbital and spacecraft launch vehicles.";Aviäes, helic¢pteros e ve¡culos espaciais;m;1;1
8803;~X~178803;9;Aircraft Parts;parts of goods of heading 88.01 or 88.02.;Pe‡as de aeronaves;f;1;1
8804;~X~178804;9;Parachutes;"parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.";Paraquedas;m;1;1
8805;~X~178805;9;Aircraft Launch Gear;"aircraft launching gear; deck-arrestor or similar gear; ground flying trainers; parts of the foregoing articles.";Aparelhos para lan‡amento de ve¡culos a‚reos;m;1;1
8901;~X~1789;7;Sea Transportation;ships, boats and floating structures;Transporte mar¡timo;m;0;1
8901;~X~178901;9;Cruise Ships;cruise ships, excursion boats, ferry-boats, cargo ships, barges and similar vessels for the transport of persons or goods.;Navios de cruzeiro;m;1;1
8902;~X~178902;9;Fishing Ships;"fishing vessels; factory ships and other vessels for processing or preserving fishery products.";Barcos de pesca;m;1;1
8903;~X~178903;9;Yachts;"yachts and other vessels for pleasure or sports; rowing boats and canoes.";Iates;m;1;1
8904;~X~178904;9;Tug Boats;tugs and pusher craft.;Rebocadores;m;1;1
8905;~X~178905;9;Drilling Platforms;"light-vessels, fire-floats, dredgers, floating cranes and other vessels the navigability of which is subsidiary to their main function; floating docks; floating or submersible drilling or production platforms.";Plataformas de perfura‡Æo;f;1;1
8906;~X~178906;9;Other Sea Transportaion;other vessels, including warships and lifeboats other than rowing boats.;Outros transportes mar¡timos;m;1;1
8907;~X~178907;9;Other Floating Structures;other floating structures (for example, rafts, tanks, coffer-dams, landing-stages, buoys and beacons).;Outras estruturas flutuantes;f;1;1
8908;~X~178908;9;Scrap Vessels;vessels and other floating structures for breaking up.;Embarca‡äes a serem desmontadas;m;1;1
90;~X~18;5;Instruments;"Optical, Photographic, Cinematographic, Measuring, Checking, Precision, Medical Or Surgical Instruments And Apparatus; Clocks And Watches; Musical Instruments; Parts And Accessories Thereof";Instrumentos;m;1;1
9001;~X~1890;7;Optical, Measuring and Similar Instruments;"optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof";Instrumentos de medi‡Æo, ¢pticos e similares;m;1;1
9001;~X~189001;9;Optical Fibers;"optical fibres and optical fibre bundles; optical fibre cables other than those of heading 85.44; sheets and plates of polarising material; lenses (including contact lenses), prisms, mirrors and other optical elements, of any material, unmounted, other th";Fibras ¢pticas;f;1;1
9002;~X~189002;9;Mirrors and Lenses;lenses, prisms, mirrors and other optical elements, of any material, mounted, being parts of or fittings for instruments or apparatus, other than such elements of glass not optically worked.;Espelhos e lentes;m;1;1
9003;~X~189003;9;Spectacle Frames;frames and mountings for spectacles, goggles or the like, and parts thereof.;Arma‡äes para ¢culos;f;1;1
9004;~X~189004;9;Glasses and Goggles;spectacles, goggles and the like, corrective, protective or other.;àculos para corre‡Æo ou prote‡Æo;m;1;1
9005;~X~189005;9;Binoculars and Telescopes;"binoculars, monoculars, other optical telescopes, and mountings therefor; other astronomical instruments and mountings therefor, but not including instruments for radio-astronomy.";Bin¢culos e telesc¢pios;m;1;1
9006;~X~189006;9;Cameras;"photographic (other than cinematographic) cameras; photographic flashlight apparatus and flashbulbs other than discharge lamps of heading 85.39.";Cƒmeras fotogr ficas;f;1;1
9007;~X~189007;9;Videocameras;cinematographic cameras and projectors, whether or not incorporating sound recording or reproducing apparatus.;Cƒmeras de v¡deo;f;1;1
9008;~X~189008;9;Image Projectors;"image projectors, other than cinematographic; photographic (other than cinematographic) enlargers and reducers.";Projetores de imagem;m;1;1
9009;~X~189009;9;Photocopiers;Electrostatic photo-copyers, direct process;Fotocopiadoras;f;1;1
9010;~X~189010;9;Photo Lab Equipment;"apparatus and equipment for photographic (including cinematographic) laboratories, not specified or included elsewhere in this chapter; negatoscopes; projection screens.";Equipamentos de laborat¢rio fotogr fico;m;1;1
9011;~X~189011;9;Optical Microscopes;compound optical microscopes, including those for photomicrography, cinephotomicrography or microprojection.;Microsc¢pios ¢pticos;m;1;1
9012;~X~189012;9;Non-optical Microscopes;"microscopes other than optical microscopes; diffraction apparatus.";Outros microsc¢pios;m;1;1
