From HS 2022	From HS 2007
847149	847149
847150	847150
847160	847160
847170	847170
847180	847180
847190	847190
847210	847210
847230	847230
847290	847290
847321	847321
847329	847329
847330	847330
847340	847340
847350	847350
847410	847410
847420	847420
847431	847431
847432	847432
847439	847439
847480	847480
847490	847490
847510	847510
847521	847521
847529	847529
847590	847590
847621	847621
847629	847629
847681	847681
847689	847689
847690	847690
847710	847710
847720	847720
847730	847730
847740	847740
847751	847751
847759	847759
847780	847780
847790	847790
847810	847810
847890	847890
847910	847910
847920	847920
847930	847930
847940	847940
847950	847950
847960	847960
847971	847989
847979	847989
847981	847981
847982	847982
847983	847989
847989	847989
847990	847990
848010	848010
848020	848020
848030	848030
848041	848041
848049	848049
848050	848050
848060	848060
848071	848071
848079	848079
848110	848110
848120	848120
848130	848130
848140	848140
848180	848180
848190	848190
848210	848210
848220	848220
848230	848230
848240	848240
848250	848250
848280	848280
848291	848291
848299	848299
848310	848310
848320	848320
848330	848330
848340	848340
848350	848350
848360	848360
848390	848390
848410	848410
848420	848420
848490	848490
848510	846390
848520	847780
848530	847989
848580	847989
848590	847990
848610	848610
848620	848620
848630	848630
848640	848640
848690	848690
848710	848710
848790	848790
850110	850110
850120	850120
850131	850131
850132	850132
850133	850133
850134	850134
850140	850140
850151	850151
850152	850152
850153	850153
850161	850161
850162	850162
850163	850163
850164	850164
850171	850131
850172	850131
850180	850164
850211	850211
850212	850212
850213	850213
850220	850220
850231	850231
850239	850239
850240	850240
850300	850300
850410	850410
850421	850421
850422	850422
850423	850423
850431	850431
850432	850432
850433	850433
850434	850434
850440	850440
850450	850450
850490	850490
850511	850511
850519	850519
850520	850520
850590	850590
850610	850610
850630	850630
850640	850640
850650	850650
850660	850660
850680	850680
850690	850690
850710	850710
850720	850720
850730	850730
850750	850780
850760	850780
850780	850780
850790	850790
850811	850811
850819	850819
850860	850860
850870	850870
850940	850940
850980	850980
850990	850990
851010	851010
851020	851020
851030	851030
851090	851090
851110	851110
851120	851120
851130	851130
851140	851140
851150	851150
851180	851180
851190	851190
851210	851210
851220	851220
851230	851230
851240	851240
851290	851290
851310	851310
851390	851390
851411	851410
851419	851410
851420	851420
851431	851430
851432	851430
851439	851430
851440	851440
851490	851490
851511	851511
851519	851519
851521	851521
851529	851529
851531	851531
851539	851539
851580	851580
851590	851590
851610	851610
851621	851621
851629	851629
851631	851631
851632	851632
851633	851633
851640	851640
851650	851650
851660	851660
851671	851671
851672	851672
851679	851679
851680	851680
851690	851690
851711	851711
851713	851712
851714	851712
851718	851718
851761	851761
851762	851762
851769	851769
851771	851770
851779	851770
851810	851810
851821	851821
851822	851822
851829	851829
851830	851830
851840	851840
851850	851850
851890	851890
851920	851920
851930	851930
851981	851981
851989	851989
852110	852110
852190	852190
852210	852210
852290	852290
852321	852321
852329	852329
852341	852340
852349	852340
852351	852351
852352	852352
852359	852359
852380	852380
852411	851712
852412	851712
852419	851712
852491	851712
852492	851712
852499	851712
852550	852550
852560	852560
852581	852580
852582	852580
852583	852580
852589	852580
852610	852610
852691	852691
852692	852692
852712	852712
852713	852713
852719	852719
852721	852721
852729	852729
852791	852791
852792	852792
852799	852799
852842	852849
852849	852849
852852	852859
852859	852859
852862	852869
852869	852869
852871	852871
852872	852872
852873	852873
852910	852910
852990	852990
853010	853010
853080	853080
853090	853090
853110	853110
853120	853120
853180	853180
853190	853190
853210	853210
853221	853221
853222	853222
853223	853223
853224	853224
853225	853225
853229	853229
853230	853230
853290	853290
853310	853310
853321	853321
853329	853329
853331	853331
853339	853339
853340	853340
853390	853390
853400	853400
853510	853510
853521	853521
853529	853529
853530	853530
853540	853540
853590	853590
853610	853610
853620	853620
853630	853630
853641	853641
853649	853649
853650	853650
853661	853661
853669	853669
853670	853670
853690	853690
853710	853710
853720	853720
853810	853810
853890	853890
853910	853910
853921	853921
853922	853922
853929	853929
853931	853931
853932	853932
853939	853939
853941	853941
853949	853949
853951	853990
853952	854370
853990	853990
854011	854011
854012	854012
854020	854020
854040	854040
854060	854060
854071	854071
854079	854079
854081	854081
854089	854089
854091	854091
854099	854099
854110	854110
854121	854121
854129	854129
854130	854130
854141	854140
854142	854140
854143	854140
854149	854140
854151	851712
854159	851712
854160	854160
854190	854190
854231	854231
854232	854232
854233	854233
854239	854239
854290	854290
854310	854310
854320	854320
854330	854330
854340	854370
854370	854370
854390	854390
854411	854411
854419	854419
854420	854420
854430	854430
854442	854442
854449	854449
854460	854460
854470	854470
854511	854511
854519	854519
854520	854520
854590	854590
854610	854610
854620	854620
854690	854690
854710	854710
854720	854720
854790	854790
854800	854890
854911	854810
854912	854810
854913	854810
854914	854810
854919	854810
854921	854231
854929	854231
854931	854231
854939	854231
854991	854231
854999	854231
860110	860110
860120	860120
860210	860210
860290	860290
860310	860310
860390	860390
860400	860400
860500	860500
860610	860610
860630	860630
860691	860691
860692	860692
860699	860699
860711	860711
860712	860712
860719	860719
860721	860721
860729	860729
860730	860730
860791	860791
860799	860799
860800	860800
860900	860900
870110	870110
870121	870120
870122	870120
870123	870120
870124	870120
870129	870120
870130	870130
870191	870190
870192	870190
870193	870190
870194	870190
870195	870190
870210	870210
870220	870210
870230	870290
870240	870290
870290	870290
870310	870310
870321	870321
870322	870322
870323	870323
870324	870324
870331	870331
870332	870332
870333	870333
870340	870390
870350	870390
870360	870390
870370	870390
870380	870390
870390	870390
870410	870410
870421	870421
870422	870422
870423	870423
870431	870431
870432	870432
870441	870421
870442	870422
870443	870423
870451	870431
870452	870490
870460	870490
870490	870490
870510	870510
870520	870520
870530	870530
870540	870540
870590	870590
870600	870600
870710	870710
870790	870790
870810	870810
870821	870821
870822	870829
870829	870829
870830	870830
870840	870840
870850	870850
870870	870870
870880	870880
870891	870891
870892	870892
870893	870893
870894	870894
870895	870895
870899	870899
870911	870911
870919	870919
870990	870990
871000	871000
871110	871110
871120	871120
871130	871130
871140	871140
871150	871150
871160	871190
871190	871190
871200	871200
871310	871310
871390	871390
871410	871419
871420	871420
871491	871491
871492	871492
871493	871493
871494	871494
871495	871495
871496	871496
871499	871499
871500	871500
871610	871610
871620	871620
871631	871631
871639	871639
871640	871640
871680	871680
871690	871690
880100	880100
880211	880211
880212	880212
880220	880220
880230	880230
880240	880240
880260	880260
880400	880400
880510	880510
880521	880521
880529	880529
880610	880240
880621	852580
880622	852580
880623	852580
880624	852580
880629	880240
880691	852580
880692	852580
880693	852580
880694	852580
880699	880240
880710	880310
880720	880320
880730	880330
880790	880390
890110	890110
890120	890120
890130	890130
890190	890190
890200	890200
890311	890310
890312	890310
890319	890310
890321	890391
890322	890391
890323	890391
890331	890392
890332	890392
890333	890392
890393	890399
890399	890399
890400	890400
890510	890510
890520	890520
890590	890590
890610	890610
890690	890690
890710	890710
890790	890790
890800	890800
900110	900110
900120	900120
900130	900130
900140	900140
900150	900150
900190	900190
900211	900211
900219	900219
900220	900220
900290	900290
900311	900311
900319	900319
900390	900390
900410	900410
900490	900490
900510	900510
900580	900580
900590	900590
900630	900630
900640	900640
900653	900653
900659	900659
900661	900661
900669	900669
900691	900691
900699	900699
900710	900719
900720	900720
900791	900791
900792	900792
900850	900830
900890	900890
901010	901010
901050	901050
901060	901060
901090	901090
901110	901110
901120	901120
901180	901180
901190	901190
901210	901210
901290	901290
901310	901310
901320	901320
901380	901380
901390	901390
901410	901410
901420	901420
901480	901480
901490	901490
901510	901510
901520	901520
901530	901530
901540	901540
901580	901580
901590	901590
901600	901600
901710	901710
901720	901720
901730	901730
901780	901780
901790	901790
901811	901811
901812	901812
901813	901813
901814	901814
901819	901819
901820	901820
901831	901831
901832	901832
901839	901839
901841	901841
901849	901849
901850	901850
901890	901890
901910	901910
901920	901920
902000	902000
902110	902110
902121	902121
902129	902129
902131	902131
902139	902139
902140	902140
902150	902150
902190	902190
902212	902212
902213	902213
902214	902214
902219	902219
902221	902221
902229	902229
902230	902230
902290	902290
902300	902300
902410	902410
902480	902480
902490	902490
902511	902511
902519	902519
902580	902580
902590	902590
902610	902610
902620	902620
902680	902680
902690	902690
902710	902710
902720	902720
902730	902730
902750	902750
902781	902780
902789	902780
902790	902790
902810	902810
902820	902820
902830	902830
902890	902890
902910	902910
902920	902920
902990	902990
903010	903010
903020	903020
903031	903031
903032	903032
903033	903033
903039	903039
903040	903040
903082	903082
903084	903084
903089	903089
903090	903090
903110	903110
903120	903120
903141	903141
903149	903149
903180	903180
903190	903190
903210	903210
903220	903220
903281	903281
903289	903289
903290	903290
903300	903300
910111	910111
910119	910119
910121	910121
910129	910129
910191	910191
910199	910199
910211	910211
910212	910212
910219	910219
910221	910221
910229	910229
910291	910291
910299	910299
910310	910310
910390	910390
910400	910400
910511	910511
910519	910519
910521	910521
910529	910529
910591	910591
910599	910599
910610	910610
910690	910690
910700	910700
910811	910811
910812	910812
910819	910819
910820	910820
910890	910890
910910	910919
910990	910990
911011	911011
911012	911012
911019	911019
911090	911090
911110	911110
911120	911120
911180	911180
911190	911190
911220	911220
911290	911290
911310	911310
911320	911320
911390	911390
911430	911430
911440	911440
911490	911410
920110	920110
920120	920120
920190	920190
920210	920210
920290	920290
920510	920510
920590	920590
920600	920600
920710	920710
920790	920790
920810	920810
920890	920890
920930	920930
920991	920991
920992	920992
920994	920994
920999	920999
930110	930119
930120	930120
930190	930190
930200	930200
930310	930310
930320	930320
930330	930330
930390	930390
930400	930400
930510	930510
930520	930529
930591	930591
930599	930599
930621	930621
930629	930629
930630	930630
930690	930690
930700	930700
940110	940110
940120	940120
940131	940130
940139	940130
940141	940140
940149	940140
940152	940151
940153	940151
940159	940159
940161	940161
940169	940169
940171	940171
940179	940179
940180	940180
940191	940190
940199	940190
940210	940210
940290	940290
940310	940310
940320	940320
940330	940330
940340	940340
940350	940350
940360	940360
940370	940370
940382	940381
940383	940381
940389	940389
940391	940390
940399	940390
940410	940410
940421	940421
940429	940429
940430	940430
940440	940490
940490	940490
940511	940510
940519	940510
940521	940520
940529	940520
940531	940530
940539	940530
940541	940540
940542	940540
940549	940540
940550	940550
940561	940560
940569	940560
940591	940591
940592	940592
940599	940599
940610	940600
940620	940600
940690	940600
950300	950300
950420	950420
950430	950430
950440	950440
950450	950490
950490	950490
950510	950510
950590	950590
950611	950611
950612	950612
950619	950619
950621	950621
950629	950629
950631	950631
950632	950632
950639	950639
950640	950640
950651	950651
950659	950659
950661	950661
950662	950662
950669	950669
950670	950670
950691	950691
950699	950699
950710	950710
950720	950720
950730	950730
950790	950790
950810	950810
950821	950890
950822	950890
950823	950890
950824	950890
950825	950890
950826	950890
950829	950890
950830	950890
950840	950890
960110	960110
960190	960190
960200	960200
960310	960310
960321	960321
960329	960329
960330	960330
960340	960340
960350	960350
960390	960390
960400	960400
960500	960500
960610	960610
960621	960621
960622	960622
960629	960629
960630	960630
960711	960711
960719	960719
960720	960720
960810	960810
960820	960820
960830	960839
960840	960840
960850	960850
960860	960860
960891	960891
960899	960899
960910	960910
960920	960920
960990	960990
961000	961000
961100	961100
961210	961210
961220	961220
961310	961310
961320	961320
961380	961380
961390	961390
961400	961400
961511	961511
961519	961519
961590	961590
961610	961610
961620	961620
961700	961700
961800	961800
961900	481840
962000	847330
970121	970110
970122	970190
970129	970190
970191	970110
970192	970190
970199	970190
970210	970200
970290	970200
970310	970300
970390	970300
970400	970400
970510	970500
970521	970500
970522	970500
970529	970500
970531	970500
970539	970500
970610	970600
970690	970600
999999	999999
